id,docid,type,eid,entity,author_year,prov,is_correct,category,expectation
837075,overlappingpdfs.135412.pdf.task,genus,TAXON_DOC_overlappingpdfs.135412.pdf.task_28_0_0,mexico,"","{28,0,0,Mexico}",,1,1
1221220,overlappingpdfs.133121.pdf.task,family,TAXON_DOC_overlappingpdfs.133121.pdf.task_48_23_23,ptychoceratidae,"","{48,23,23,Ptychoceratidae}",,1,0.996
1028423,overlappingpdfs.138658.pdf.task,subfamily,TAXON_DOC_overlappingpdfs.138658.pdf.task_4739_17_17,koneprusiinae,"","{4739,17,17,Koneprusiinae}",,1,0.995
858780,overlappingpdfs.132529.pdf.task,genus,TAXON_DOC_overlappingpdfs.132529.pdf.task_58_32_32,uruguay,"","{58,32,32,Uruguay}",,1,0.996
1374678,overlappingpdfs.138605.pdf.task,genus,TAXON_DOC_overlappingpdfs.138605.pdf.task_1595_16_16,captorhinus,"","{1595,16,16,Captorhinus}",,1,1
892129,overlappingpdfs.132736.pdf.task,genus,TAXON_DOC_overlappingpdfs.132736.pdf.task_959_5_5,schmidtiellus,"","{959,5,5,Schmidtiellus}",,1,1
1111618,overlappingpdfs.136807.pdf.task,genus,TAXON_DOC_overlappingpdfs.136807.pdf.task_792_2_2,pholadella,"","{792,2,2,Pholadella}",,1,0.997
1304175,overlappingpdfs.137935.pdf.task,species,TAXON_DOC_overlappingpdfs.137935.pdf.task_2334_24_25,lacerta simonyi,"","{2334,24,25,""L. simonyi""}",,1,0.996
1226788,overlappingpdfs.132862.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.132862.pdf.task_1129_3_3,pleurotomaria,"","{1129,3,3,Pleurotomaria}",,1,1
1210732,overlappingpdfs.130952.pdf.task,genus,TAXON_DOC_overlappingpdfs.130952.pdf.task_247_5_5,canistrocrinus,"","{247,5,5,Canistrocrinus}",,1,1
1093546,overlappingpdfs.138613.pdf.task,superfamily,TAXON_DOC_overlappingpdfs.138613.pdf.task_6903_0_0,platypezoidea,"","{6903,0,0,Platypezoidea}",,1,0.996
1204727,overlappingpdfs.138127.pdf.task,species,TAXON_DOC_overlappingpdfs.138127.pdf.task_582_18_19,stegoceras validus,"","{582,18,19,""Stegoceras validus""}",,1,1
1013575,overlappingpdfs.132321.pdf.task,species,TAXON_DOC_overlappingpdfs.132321.pdf.task_628_8_9,messapicetus gregarius,"","{628,8,9,""Messapicetus gregarius""}",,1,1
980857,overlappingpdfs.133046.pdf.task,species,TAXON_DOC_overlappingpdfs.133046.pdf.task_500_0_1,benthosuchus sushkini,"","{500,0,1,""Benthosuchus sushkini""}",,1,1
862750,overlappingpdfs.132406.pdf.task,genus,TAXON_DOC_overlappingpdfs.132406.pdf.task_722_8_8,eomysticetus,"","{722,8,8,Eomysticetus}",,1,1
1198382,overlappingpdfs.137413.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.137413.pdf.task_10_20_20,iguanodontia,"","{10,20,20,Iguanodontia}",,1,1
1218121,overlappingpdfs.132812.pdf.task,genus,TAXON_DOC_overlappingpdfs.132812.pdf.task_1095_0_0,orectoloboides,"","{1095,0,0,Orectoloboides}",,1,1
889600,overlappingpdfs.132736.pdf.task,genus,TAXON_DOC_overlappingpdfs.132736.pdf.task_1032_12_12,comasphaeridium,"","{1032,12,12,Comasphaeridium}",,1,1
1344238,overlappingpdfs.133122.pdf.task,genus,TAXON_DOC_overlappingpdfs.133122.pdf.task_953_1_1,occitanosaurus,"","{953,1,1,Occitanosaurus}",,1,1
1058318,overlappingpdfs.131.pdf.task,genus,TAXON_DOC_overlappingpdfs.131.pdf.task_909_5_5,masiakasaurus,"","{909,5,5,Masiakasaurus}",,1,1
838915,overlappingpdfs.137530.pdf.task,genus,TAXON_DOC_overlappingpdfs.137530.pdf.task_159_4_4,zomba,"","{159,4,4,Zomba}",,1,1
1307032,overlappingpdfs.138601.pdf.task,order,TAXON_DOC_overlappingpdfs.138601.pdf.task_5052_5_5,diptera,"","{5052,5,5,Diptera}",,1,1
899529,overlappingpdfs.133094.pdf.task,superfamily,TAXON_DOC_overlappingpdfs.133094.pdf.task_127_14_14,bellerophontoidea,"","{127,14,14,Bellerophontoidea}",,1,1
1425446,overlappingpdfs.137150.pdf.task,genus,TAXON_DOC_overlappingpdfs.137150.pdf.task_446_0_0,dasypus,"","{446,0,0,Dasypus}",,1,1
1394009,overlappingpdfs.135723.pdf.task,suborder,TAXON_DOC_overlappingpdfs.135723.pdf.task_629_18_18,rhamphorhynchoidea,"","{629,18,18,Rhamphorhynchoidea}",,1,1
1197684,overlappingpdfs.1392.pdf.task,genus,TAXON_DOC_overlappingpdfs.1392.pdf.task_242_2_2,gopherus,"","{242,2,2,Gopherus}",,1,1
894031,overlappingpdfs.132400.pdf.task,species,TAXON_DOC_overlappingpdfs.132400.pdf.task_440_8_9,dorypyge iranensis,"","{440,8,9,""Dorypyge iranensis""}",,1,0.996
1086244,overlappingpdfs.132817.pdf.task,genus,TAXON_DOC_overlappingpdfs.132817.pdf.task_820_0_0,hapalops,"","{820,0,0,Hapalops}",,1,1
1168444,overlappingpdfs.136.pdf.task,genus,TAXON_DOC_overlappingpdfs.136.pdf.task_1112_1_1,libycosuchus,"","{1112,1,1,Libycosuchus}",,1,1
1446445,overlappingpdfs.130614.pdf.task,family,TAXON_DOC_overlappingpdfs.130614.pdf.task_58_31_31,balistidae,"","{58,31,31,Balistidae}",,1,1
1125516,overlappingpdfs.132749.pdf.task,genus,TAXON_DOC_overlappingpdfs.132749.pdf.task_622_0_0,silurinka,"","{622,0,0,Silurinka}",,1,0.997
1346493,overlappingpdfs.132899.pdf.task,genus,TAXON_DOC_overlappingpdfs.132899.pdf.task_1174_17_17,nevada,"","{1174,17,17,Nevada}",,1,0.996
858935,overlappingpdfs.135577.pdf.task,genus,TAXON_DOC_overlappingpdfs.135577.pdf.task_22_32_32,microtia,"","{22,32,32,Microtia}",,1,0.999
985111,overlappingpdfs.1376.pdf.task,genus,TAXON_DOC_overlappingpdfs.1376.pdf.task_1128_7_7,argyrosaurus,"","{1128,7,7,Argyrosaurus}",,1,0.996
911431,overlappingpdfs.132274.pdf.task,genus,TAXON_DOC_overlappingpdfs.132274.pdf.task_201_24_24,kayentachelys,"","{201,24,24,Kayentachelys}",,1,1
1217240,overlappingpdfs.132953.pdf.task,genus,TAXON_DOC_overlappingpdfs.132953.pdf.task_790_14_14,pelanomodon,"","{790,14,14,Pelanomodon}",,1,0.996
983493,overlappingpdfs.132575.pdf.task,genus,TAXON_DOC_overlappingpdfs.132575.pdf.task_396_93_93,humbert,"","{396,93,93,Humbert}",,1,1
936690,overlappingpdfs.132987.pdf.task,genus,TAXON_DOC_overlappingpdfs.132987.pdf.task_868_23_23,rothpletzella,"","{868,23,23,Rothpletzella}",,1,1
1282431,overlappingpdfs.130801.pdf.task,species,TAXON_DOC_overlappingpdfs.130801.pdf.task_164_8_9,pteraichnus saltwashensis,"","{164,8,9,""Pteraichnus saltwashensis""}",,1,1
1334862,overlappingpdfs.132951.pdf.task,genus,TAXON_DOC_overlappingpdfs.132951.pdf.task_71_2_2,teichichnus,"","{71,2,2,Teichichnus}",,1,1
1088393,overlappingpdfs.135067.pdf.task,genus,TAXON_DOC_overlappingpdfs.135067.pdf.task_623_17_17,trichotropis,"","{623,17,17,Trichotropis}",,1,1
905261,overlappingpdfs.138334.pdf.task,superorder,TAXON_DOC_overlappingpdfs.138334.pdf.task_2666_0_0,rodentia,"","{2666,0,0,Rodentia}",,1,1
1417817,overlappingpdfs.133442.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.133442.pdf.task_215_0_0,aphrodina,"","{215,0,0,Aphrodina}",,1,1
1187834,overlappingpdfs.132314.pdf.task,genus,TAXON_DOC_overlappingpdfs.132314.pdf.task_53_16_16,parotodus,"","{53,16,16,Parotodus}",,1,0.996
1421449,overlappingpdfs.138447.pdf.task,genus,TAXON_DOC_overlappingpdfs.138447.pdf.task_984_0_0,apachella,"","{984,0,0,Apachella}",,1,1
1310207,overlappingpdfs.138601.pdf.task,species,TAXON_DOC_overlappingpdfs.138601.pdf.task_1766_7_8,zaprionus multistriatus,"","{1766,7,8,""Zaprionus multistriatus""}",,1,0.996
1363144,overlappingpdfs.136536.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.136536.pdf.task_364_1_1,atrypa,"","{364,1,1,Atrypa}",,1,0.996
1143332,overlappingpdfs.138385.pdf.task,species,TAXON_DOC_overlappingpdfs.138385.pdf.task_573_9_10,geolabis marginalis,"","{573,9,10,""Geolabis marginalis""}",,1,1
1404046,overlappingpdfs.138624.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.138624.pdf.task_1218_0_0,proetus,"","{1218,0,0,Proetus}",,1,1
1028116,overlappingpdfs.138755.pdf.task,genus,TAXON_DOC_overlappingpdfs.138755.pdf.task_936_1_1,phelodinium,"","{936,1,1,Phelodinium}",,1,1
880859,overlappingpdfs.138384.pdf.task,genus,TAXON_DOC_overlappingpdfs.138384.pdf.task_6303_26_26,goniacodon,"","{6303,26,26,Goniacodon}",,1,1
1183028,overlappingpdfs.138407.pdf.task,species,TAXON_DOC_overlappingpdfs.138407.pdf.task_6613_3_4,microsyops schlosseri,"","{6613,3,4,""Microsyops schlosseri""}",,1,0.996
886826,overlappingpdfs.138334.pdf.task,genus,TAXON_DOC_overlappingpdfs.138334.pdf.task_811_2_2,anilius,"","{811,2,2,Anilius}",,1,1
1282127,overlappingpdfs.132380.pdf.task,species,TAXON_DOC_overlappingpdfs.132380.pdf.task_701_2_3,globoharpes friendi,"","{701,2,3,""G. friendi""}",,1,1
947101,overlappingpdfs.136149.pdf.task,genus,TAXON_DOC_overlappingpdfs.136149.pdf.task_353_0_0,leptathyris,"","{353,0,0,Leptathyris}",,1,0.996
995042,overlappingpdfs.1395.pdf.task,species,TAXON_DOC_overlappingpdfs.1395.pdf.task_454_0_1,allognathosuchus mooki,"","{454,0,1,""Allognathosuchus mooki""}",,1,0.996
1265608,overlappingpdfs.137213.pdf.task,genus,TAXON_DOC_overlappingpdfs.137213.pdf.task_14795_0_0,reptaria,"","{14795,0,0,Reptaria}",,1,1
908891,overlappingpdfs.132678.pdf.task,genus,TAXON_DOC_overlappingpdfs.132678.pdf.task_16_10_10,strepsodus,"","{16,10,10,Strepsodus}",,1,1
1280261,overlappingpdfs.139280.pdf.task,genus,TAXON_DOC_overlappingpdfs.139280.pdf.task_274_0_0,pantolambda,"","{274,0,0,Pantolambda}",,1,1
1184221,overlappingpdfs.138519.pdf.task,species,TAXON_DOC_overlappingpdfs.138519.pdf.task_1328_1_2,merychippus primus,"","{1328,1,2,""M. primus""}",,1,0.996
1268670,overlappingpdfs.132435.pdf.task,species,TAXON_DOC_overlappingpdfs.132435.pdf.task_717_15_16,psephochelys polyosteoderma,"","{717,15,16,""Psephochelys polyosteoderma""}",,1,0.996
906225,overlappingpdfs.136017.pdf.task,species,TAXON_DOC_overlappingpdfs.136017.pdf.task_15_2_3,promopalaeaster finei,"","{15,2,3,""P. finei""}",,1,1
1011163,overlappingpdfs.131694.pdf.task,genus,TAXON_DOC_overlappingpdfs.131694.pdf.task_513_7_7,eutaxocrinus,"","{513,7,7,Eutaxocrinus}",,1,1
1295906,overlappingpdfs.137935.pdf.task,genus,TAXON_DOC_overlappingpdfs.137935.pdf.task_3101_1_1,varanus,"","{3101,1,1,Varanus}",,1,1
805040,overlappingpdfs.138365.pdf.task,species,TAXON_DOC_overlappingpdfs.138365.pdf.task_436_5_6,cynodesmus minor,"","{436,5,6,""Cynodesmus minor""}",,1,0.994
1247579,overlappingpdfs.130863.pdf.task,genus,TAXON_DOC_overlappingpdfs.130863.pdf.task_37_4_4,paris,"","{37,4,4,Paris}",,1,1
1324029,overlappingpdfs.130860.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.130860.pdf.task_448_0_0,mollusca,"","{448,0,0,Mollusca}",,1,1
1049279,overlappingpdfs.130651.pdf.task,genus,TAXON_DOC_overlappingpdfs.130651.pdf.task_1084_1_1,meghystrichosphaeridium,"","{1084,1,1,Meghystrichosphaeridium}",,1,1
1101247,overlappingpdfs.1346.pdf.task,genus,TAXON_DOC_overlappingpdfs.1346.pdf.task_36_18_18,kairuku,"","{36,18,18,Kairuku}",,1,1
1234117,overlappingpdfs.1377.pdf.task,genus,TAXON_DOC_overlappingpdfs.1377.pdf.task_90_30_30,eoalulavis,"","{90,30,30,Eoalulavis}",,1,1
1111171,overlappingpdfs.136807.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.136807.pdf.task_895_11_11,leiorhynchus,"","{895,11,11,Leiorhynchus}",,1,1
900201,overlappingpdfs.133094.pdf.task,genus,TAXON_DOC_overlappingpdfs.133094.pdf.task_277_0_0,phragmolites,"","{277,0,0,Phragmolites}",,1,1
862877,overlappingpdfs.132895.pdf.task,species,TAXON_DOC_overlappingpdfs.132895.pdf.task_256_0_1,eocoelia akimiskii,"","{256,0,1,""E. akimiskii""}",,1,1
926141,overlappingpdfs.132987.pdf.task,species,TAXON_DOC_overlappingpdfs.132987.pdf.task_388_0_1,moniliporella multipora,"","{388,0,1,""Moniliporella multipora""}",,1,1
987451,overlappingpdfs.138573.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.138573.pdf.task_4537_0_0,hipparion,"","{4537,0,0,Hipparion}",,1,1
988473,overlappingpdfs.132984.pdf.task,genus,TAXON_DOC_overlappingpdfs.132984.pdf.task_392_0_0,oelandiella,"","{392,0,0,Oelandiella}",,1,1
1217248,overlappingpdfs.132953.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.132953.pdf.task_790_22_22,dicynodon,"","{790,22,22,Dicynodon}",,1,0.996
1034116,overlappingpdfs.138658.pdf.task,genus,TAXON_DOC_overlappingpdfs.138658.pdf.task_685_84_84,rhenops,"","{685,84,84,Rhenops}",,1,1
990067,overlappingpdfs.133046.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.133046.pdf.task_581_6_6,temnospondyli,"","{581,6,6,Temnospondyli}",,1,1
1247527,overlappingpdfs.132634.pdf.task,species,TAXON_DOC_overlappingpdfs.132634.pdf.task_484_23_24,mammalodon colliveri,"","{484,23,24,""Mammalodon colliveri""}",,1,1
1326862,overlappingpdfs.138877.pdf.task,species,TAXON_DOC_overlappingpdfs.138877.pdf.task_1835_53_57,callicebus cupreus ( x ),"","{1835,53,57,""Callicebus cupreus ( X )""}",,1,0.996
1098979,overlappingpdfs.132101.pdf.task,genus,TAXON_DOC_overlappingpdfs.132101.pdf.task_470_15_15,china,"","{470,15,15,China}",,1,1
1406277,overlappingpdfs.132455.pdf.task,genus,TAXON_DOC_overlappingpdfs.132455.pdf.task_1321_239_239,metriorhynchus,"","{1321,239,239,Metriorhynchus}",,1,1
1305688,overlappingpdfs.132386.pdf.task,genus,TAXON_DOC_overlappingpdfs.132386.pdf.task_337_2_2,siderastrea,"","{337,2,2,Siderastrea}",,1,1
997557,overlappingpdfs.138644.pdf.task,superfamily,TAXON_DOC_overlappingpdfs.138644.pdf.task_61_3_3,empidoidea,"","{61,3,3,Empidoidea}",,1,0.996
1037589,overlappingpdfs.132612.pdf.task,species,TAXON_DOC_overlappingpdfs.132612.pdf.task_704_0_1,flindersipora cancelli,"","{704,0,1,""Flindersipora cancelli""}",,1,1
1369523,overlappingpdfs.13405.pdf.task,genus,TAXON_DOC_overlappingpdfs.13405.pdf.task_1127_57_57,neritina,"","{1127,57,57,Neritina}",,1,0.996
1232054,overlappingpdfs.138572.pdf.task,species,TAXON_DOC_overlappingpdfs.138572.pdf.task_1005_6_7,mecysmauchenius chincay,"","{1005,6,7,""M. chincay""}",,1,1
814689,overlappingpdfs.132874.pdf.task,genus,TAXON_DOC_overlappingpdfs.132874.pdf.task_105_5_5,otozoum,"","{105,5,5,Otozoum}",,1,0.996
819157,overlappingpdfs.137778.pdf.task,species,TAXON_DOC_overlappingpdfs.137778.pdf.task_572_19_20,triceratops prorsus,"","{572,19,20,""Triceratops prorsus""}",,1,1
955304,overlappingpdfs.138671.pdf.task,genus,TAXON_DOC_overlappingpdfs.138671.pdf.task_2042_0_0,tegula,"","{2042,0,0,Tegula}",,1,1
926494,overlappingpdfs.138761.pdf.task,genus,TAXON_DOC_overlappingpdfs.138761.pdf.task_470_31_31,parahesperornis,"","{470,31,31,Parahesperornis}",,1,0.992
876974,overlappingpdfs.138465.pdf.task,genus,TAXON_DOC_overlappingpdfs.138465.pdf.task_458_0_0,electron,"","{458,0,0,Electron}",,1,1
895667,overlappingpdfs.138334.pdf.task,genus,TAXON_DOC_overlappingpdfs.138334.pdf.task_456_38_38,macropelobates,"","{456,38,38,Macropelobates}",,1,1
1418931,overlappingpdfs.132526.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.132526.pdf.task_499_15_15,ophiceras,"","{499,15,15,Ophiceras}",,1,0.998
1209542,overlappingpdfs.138538.pdf.task,genus,TAXON_DOC_overlappingpdfs.138538.pdf.task_70_1_1,kozlowskiaspis,"","{70,1,1,Kozlowskiaspis}",,1,1
1428586,overlappingpdfs.132619.pdf.task,subfamily,TAXON_DOC_overlappingpdfs.132619.pdf.task_54_18_18,sigmodontinae,"","{54,18,18,Sigmodontinae}",,1,1
845221,overlappingpdfs.132883.pdf.task,genus,TAXON_DOC_overlappingpdfs.132883.pdf.task_1009_6_6,victoria,"","{1009,6,6,Victoria}",,1,1
1074762,overlappingpdfs.138083.pdf.task,genus,TAXON_DOC_overlappingpdfs.138083.pdf.task_3230_0_0,anthracothema,"","{3230,0,0,ANTHRACOTHEMA}",,1,1
1268428,overlappingpdfs.132707.pdf.task,genus,TAXON_DOC_overlappingpdfs.132707.pdf.task_419_16_16,botsfordia,"","{419,16,16,Botsfordia}",,1,1
1267906,overlappingpdfs.137213.pdf.task,kingdom,TAXON_DOC_overlappingpdfs.137213.pdf.task_6553_1_1,animalia,"","{6553,1,1,ANIMALIA}",,1,1
987308,overlappingpdfs.132333.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.132333.pdf.task_694_0_0,ataphrus,"","{694,0,0,Ataphrus}",,1,0.996
851961,overlappingpdfs.132371.pdf.task,genus,TAXON_DOC_overlappingpdfs.132371.pdf.task_562_9_9,asturicystis,"","{562,9,9,Asturicystis}",,1,1
876595,overlappingpdfs.138465.pdf.task,species,TAXON_DOC_overlappingpdfs.138465.pdf.task_696_23_24,schizodus compressus,"","{696,23,24,""S. compressus""}",,1,1
1156269,overlappingpdfs.137545.pdf.task,infraclass,TAXON_DOC_overlappingpdfs.137545.pdf.task_3911_3_3,ornithodelphia,"","{3911,3,3,Ornithodelphia}",,1,1
946336,overlappingpdfs.138671.pdf.task,genus,TAXON_DOC_overlappingpdfs.138671.pdf.task_733_3_3,megalopta,"","{733,3,3,Megalopta}",,1,1
996847,overlappingpdfs.138622.pdf.task,genus,TAXON_DOC_overlappingpdfs.138622.pdf.task_5541_3_3,philotrox,"","{5541,3,3,Philotrox}",,1,1
803420,overlappingpdfs.138365.pdf.task,genus,TAXON_DOC_overlappingpdfs.138365.pdf.task_3824_0_0,nanotragulus,"","{3824,0,0,Nanotragulus}",,1,1
1341189,overlappingpdfs.138632.pdf.task,genus,TAXON_DOC_overlappingpdfs.138632.pdf.task_6856_14_14,plesiorycteropus,"","{6856,14,14,Plesiorycteropus}",,1,0.996
1089619,overlappingpdfs.138613.pdf.task,family,TAXON_DOC_overlappingpdfs.138613.pdf.task_6848_7_7,scatopsidae,"","{6848,7,7,Scatopsidae}",,1,1
1192822,overlappingpdfs.138099.pdf.task,genus,TAXON_DOC_overlappingpdfs.138099.pdf.task_456_14_14,tarsius,"","{456,14,14,Tarsius}",,1,1
1038049,overlappingpdfs.138526.pdf.task,family,TAXON_DOC_overlappingpdfs.138526.pdf.task_43_0_0,baenidae,"","{43,0,0,Baenidae}",,1,1
1209440,overlappingpdfs.138538.pdf.task,genus,TAXON_DOC_overlappingpdfs.138538.pdf.task_1303_0_0,acastoides,"","{1303,0,0,Acastoides}",,1,1
976242,overlappingpdfs.135476.pdf.task,genus,TAXON_DOC_overlappingpdfs.135476.pdf.task_458_8_8,hirnantia,"","{458,8,8,Hirnantia}",,1,1
1368349,overlappingpdfs.132661.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.132661.pdf.task_1875_10_10,brachiopoda,"","{1875,10,10,Brachiopoda}",,1,1
1374980,overlappingpdfs.138605.pdf.task,genus,TAXON_DOC_overlappingpdfs.138605.pdf.task_6052_5_5,proganochelys,"","{6052,5,5,Proganochelys}",,1,1
1242762,overlappingpdfs.130849.pdf.task,genus,TAXON_DOC_overlappingpdfs.130849.pdf.task_446_10_10,electra,"","{446,10,10,Electra}",,1,1
1133286,overlappingpdfs.132401.pdf.task,genus,TAXON_DOC_overlappingpdfs.132401.pdf.task_1344_0_0,geosaurus,"","{1344,0,0,Geosaurus}",,1,1
1234261,overlappingpdfs.1377.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.1377.pdf.task_35_14_14,enantiornithes,"","{35,14,14,Enantiornithes}",,1,1
1446025,overlappingpdfs.138665.pdf.task,genus,TAXON_DOC_overlappingpdfs.138665.pdf.task_3404_4_4,ardeosaurus,"","{3404,4,4,Ardeosaurus}",,1,0.996
1271338,overlappingpdfs.132743.pdf.task,genus,TAXON_DOC_overlappingpdfs.132743.pdf.task_614_8_8,gephyrosaurus,"","{614,8,8,Gephyrosaurus}",,1,1
1356886,overlappingpdfs.133089.pdf.task,genus,TAXON_DOC_overlappingpdfs.133089.pdf.task_2321_10_10,narke,"","{2321,10,10,Narke}",,1,1
937471,overlappingpdfs.132535.pdf.task,genus,TAXON_DOC_overlappingpdfs.132535.pdf.task_44_67_67,eosimias,"","{44,67,67,Eosimias}",,1,0.996
1303950,overlappingpdfs.132370.pdf.task,species,TAXON_DOC_overlappingpdfs.132370.pdf.task_11_19_20,ero rovnoensis,"","{11,19,20,""E. rovnoensis""}",,1,1
1149734,overlappingpdfs.136168.pdf.task,genus,TAXON_DOC_overlappingpdfs.136168.pdf.task_43_8_8,xenusion,"","{43,8,8,Xenusion}",,1,1
1440573,overlappingpdfs.132555.pdf.task,genus,TAXON_DOC_overlappingpdfs.132555.pdf.task_466_2_2,slava,"","{466,2,2,Slava}",,1,1
1318374,overlappingpdfs.136839.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.136839.pdf.task_785_1_1,eugonocare,"","{785,1,1,Eugonocare}",,1,1
1426443,overlappingpdfs.132690.pdf.task,genus,TAXON_DOC_overlappingpdfs.132690.pdf.task_417_12_12,arctomeles,"","{417,12,12,Arctomeles}",,1,1
1100293,overlappingpdfs.130183.pdf.task,species,TAXON_DOC_overlappingpdfs.130183.pdf.task_269_8_9,globigerinoides altiaperturus,"","{269,8,9,""Globigerinoides altiaperturus""}",,1,1
1309461,overlappingpdfs.138601.pdf.task,family,TAXON_DOC_overlappingpdfs.138601.pdf.task_4877_3_3,drosophilidae,"","{4877,3,3,Drosophilidae}",,1,1
1027611,overlappingpdfs.138755.pdf.task,subclass,TAXON_DOC_overlappingpdfs.138755.pdf.task_4136_2_2,ammonoidea,"","{4136,2,2,Ammonoidea}",,1,1
886481,overlappingpdfs.138745.pdf.task,genus,TAXON_DOC_overlappingpdfs.138745.pdf.task_2647_46_46,daulestes,"","{2647,46,46,Daulestes}",,1,1
1409387,overlappingpdfs.132334.pdf.task,genus,TAXON_DOC_overlappingpdfs.132334.pdf.task_311_16_16,anomalurus,"","{311,16,16,Anomalurus}",,1,0.996
1362286,overlappingpdfs.1353.pdf.task,genus,TAXON_DOC_overlappingpdfs.1353.pdf.task_1103_6_6,maiasaura,"","{1103,6,6,Maiasaura}",,1,1
1071567,overlappingpdfs.138678.pdf.task,genus,TAXON_DOC_overlappingpdfs.138678.pdf.task_2800_7_7,boreallodape,"","{2800,7,7,Boreallodape}",,1,0.999
838682,overlappingpdfs.138593.pdf.task,genus,TAXON_DOC_overlappingpdfs.138593.pdf.task_1721_7_7,chelonia,"","{1721,7,7,Chelonia}",,1,1
993451,overlappingpdfs.135769.pdf.task,genus,TAXON_DOC_overlappingpdfs.135769.pdf.task_293_3_3,pseudoatrypa,"","{293,3,3,Pseudoatrypa}",,1,1
1007915,overlappingpdfs.1333.pdf.task,genus,TAXON_DOC_overlappingpdfs.1333.pdf.task_71_11_11,schizorhiza,"","{71,11,11,Schizorhiza}",,1,0.996
894828,overlappingpdfs.138709.pdf.task,species,TAXON_DOC_overlappingpdfs.138709.pdf.task_1184_15_16,apternodus gregoryi,"","{1184,15,16,""A. gregoryi""}",,1,1
1317740,overlappingpdfs.138877.pdf.task,species,TAXON_DOC_overlappingpdfs.138877.pdf.task_1896_31_32,callithrix pygmaea,"","{1896,31,32,""Callithrix pygmaea""}",,1,0.996
1238857,overlappingpdfs.130588.pdf.task,family,TAXON_DOC_overlappingpdfs.130588.pdf.task_182_32_32,retiolitidae,"","{182,32,32,Retiolitidae}",,1,1
1399546,overlappingpdfs.138624.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.138624.pdf.task_1140_0_0,proetus,"","{1140,0,0,Proetus}",,1,0.996
894731,overlappingpdfs.138428.pdf.task,species,TAXON_DOC_overlappingpdfs.138428.pdf.task_1735_12_13,spheniscus humboldti,"","{1735,12,13,""S. humboldti""}",,1,1
999764,overlappingpdfs.138622.pdf.task,genus,TAXON_DOC_overlappingpdfs.138622.pdf.task_2096_18_18,montana,"","{2096,18,18,Montana}",,1,1
1397272,overlappingpdfs.132829.pdf.task,family,TAXON_DOC_overlappingpdfs.132829.pdf.task_34_0_0,toxasteridae,"","{34,0,0,Toxasteridae}",,1,1
1148005,overlappingpdfs.137545.pdf.task,genus,TAXON_DOC_overlappingpdfs.137545.pdf.task_1491_0_0,equus,"","{1491,0,0,Equus}",,1,1
1050483,overlappingpdfs.132666.pdf.task,genus,TAXON_DOC_overlappingpdfs.132666.pdf.task_165_1_1,trilophosaurus,"","{165,1,1,Trilophosaurus}",,1,1
921521,overlappingpdfs.132446.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.132446.pdf.task_343_9_9,insecta,"","{343,9,9,Insecta}",,1,1
970046,overlappingpdfs.138707.pdf.task,genus,TAXON_DOC_overlappingpdfs.138707.pdf.task_2286_14_14,mexico,"","{2286,14,14,Mexico}",,1,0.996
958293,overlappingpdfs.1334.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.1334.pdf.task_258_9_9,hylaeochampsidae,"","{258,9,9,Hylaeochampsidae}",,1,1
1392557,overlappingpdfs.132102.pdf.task,genus,TAXON_DOC_overlappingpdfs.132102.pdf.task_332_19_19,kailidiscus,"","{332,19,19,Kailidiscus}",,1,1
1143374,overlappingpdfs.132134.pdf.task,genus,TAXON_DOC_overlappingpdfs.132134.pdf.task_1045_6_6,santiago,"","{1045,6,6,SANTIAGO}",,1,1
1026859,overlappingpdfs.138658.pdf.task,species,TAXON_DOC_overlappingpdfs.138658.pdf.task_1617_13_14,cryphaeus boothi,"","{1617,13,14,""Cryphaeus boothi""}",,1,1
1381769,overlappingpdfs.138239.pdf.task,genus,TAXON_DOC_overlappingpdfs.138239.pdf.task_169_4_4,parastrapotherium,"","{169,4,4,Parastrapotherium}",,1,0.999
993714,overlappingpdfs.132702.pdf.task,species,TAXON_DOC_overlappingpdfs.132702.pdf.task_183_13_14,paraphiomys simonsi,"","{183,13,14,""P. simonsi""}",,1,0.996
878354,overlappingpdfs.138384.pdf.task,genus,TAXON_DOC_overlappingpdfs.138384.pdf.task_538_5_7,gelastops,"","{538,5,7,Gelastops}",,1,1
1439005,overlappingpdfs.132555.pdf.task,genus,TAXON_DOC_overlappingpdfs.132555.pdf.task_225_13_13,praelucina,"","{225,13,13,Praelucina}",,1,1
