doc_id,id,mid1,mid2,word1,word2,rel,is_correct
APW_ENG_20081216.1316.LDC2009T13,254428,APW_ENG_20081216.1316.LDC2009T13_993_1004,APW_ENG_20081216.1316.LDC2009T13_983_992,hugo chavez,president,per:date_of_birth,f
eng-NG-31-142883-10102877,161141,eng-NG-31-142883-10102877_568_579,eng-NG-31-142883-10102877_558_567,hugo chavez,president,per:LOCATION_of_death,f
NYT_ENG_20080224.0133.LDC2009T13,245969,NYT_ENG_20080224.0133.LDC2009T13_158_169,NYT_ENG_20080224.0133.LDC2009T13_189_188,raul castro,president,per:date_of_death,f
eng-WL-11-174595-12967857,108852,eng-WL-11-174595-12967857_3917_3930,eng-WL-11-174595-12967857_3541_3554,michael lohan,lindsay lohan,per:siblings,f
eng-WL-11-174587-12963037,141280,eng-WL-11-174587-12963037_367_380,eng-WL-11-174587-12963037_395_407,spencer pratt,heidi montag,per:other_family,f
APW_ENG_20070317.0870.LDC2009T13,108804,APW_ENG_20070317.0870.LDC2009T13_2015_2026,APW_ENG_20070317.0870.LDC2009T13_2005_2014,evo morales,president,per:parents,f
AFP_ENG_20070301.0578.LDC2009T13,75681,AFP_ENG_20070301.0578.LDC2009T13_913_924,AFP_ENG_20070301.0578.LDC2009T13_903_912,hugo chavez,president,per:parents,f
NYT_ENG_20080304.0099.LDC2009T13,245732,NYT_ENG_20080304.0099.LDC2009T13_3315_3327,NYT_ENG_20080304.0099.LDC2009T13_3305_3314,alvaro uribe,president,per:schools_attended,f
AFP_ENG_20080519.0135.LDC2009T13,254197,AFP_ENG_20080519.0135.LDC2009T13_706_717,AFP_ENG_20080519.0135.LDC2009T13_696_705,raul castro,president,per:religion,f
XIN_ENG_20080224.0186.LDC2009T13,8863,XIN_ENG_20080224.0186.LDC2009T13_333_345,XIN_ENG_20080224.0186.LDC2009T13_292_301,fidel castro,president,per:origin,f
XIN_ENG_20080224.0191.LDC2009T13,95742,XIN_ENG_20080224.0191.LDC2009T13_280_291,XIN_ENG_20080224.0191.LDC2009T13_317_326,raul castro,president,per:origin,f
AFP_ENG_20070522.0156.LDC2009T13,319915,AFP_ENG_20070522.0156.LDC2009T13_1830_1844,AFP_ENG_20070522.0156.LDC2009T13_1820_1829,vladimir putin,president,per:LOCATION_of_residence,f
eng-WL-11-174598-12964778,191310,eng-WL-11-174598-12964778_7442_7446,eng-WL-11-174598-12964778_7572_7587,bill,hillary clinton,per:children,f
AFP_ENG_20070110.0311.LDC2009T13,320016,AFP_ENG_20070110.0311.LDC2009T13_252_263,AFP_ENG_20070110.0311.LDC2009T13_242_251,hugo chavez,president,per:other_family,f
eng-WL-11-174595-12968414,289561,eng-WL-11-174595-12968414_11542_11554,eng-WL-11-174595-12968414_11500_11511,jenny mollen,jason biggs,per:other_family,f
AFP_ENG_20081005.0104.LDC2009T13,169609,AFP_ENG_20081005.0104.LDC2009T13_403_414,AFP_ENG_20081005.0104.LDC2009T13_393_402,hugo chavez,president,per:LOCATION_of_death,f
eng-WL-11-174643-13000465,108922,eng-WL-11-174643-13000465_392_404,eng-WL-11-174643-13000465_454_465,ellen pompeo,chris ivery,per:other_family,f
eng-WL-11-174611-12980606,147261,eng-WL-11-174611-12980606_349_364,eng-WL-11-174611-12980606_377_392,ellen degeneres,portia de rossi,per:siblings,f
AFP_ENG_20080912.0653.LDC2009T13,238937,AFP_ENG_20080912.0653.LDC2009T13_261_272,AFP_ENG_20080912.0653.LDC2009T13_251_260,hugo chavez,president,per:parents,f
APW_ENG_20080511.0652.LDC2009T13,75917,APW_ENG_20080511.0652.LDC2009T13_334_345,APW_ENG_20080511.0652.LDC2009T13_324_333,hugo chavez,president,per:other_family,f
LTW_ENG_20080717.0151.LDC2009T13,88672,LTW_ENG_20080717.0151.LDC2009T13_5591_5596,LTW_ENG_20080717.0151.LDC2009T13_5618_5632,jonny,angelina jolie,per:children,f
NYT_ENG_20070414.0032.LDC2009T13,217784,NYT_ENG_20070414.0032.LDC2009T13_3453_3464,NYT_ENG_20070414.0032.LDC2009T13_3595_3609,john havens,morgan stanley,per:schools_attended,f
APW_ENG_20071020.0496.LDC2009T13,26696,APW_ENG_20071020.0496.LDC2009T13_1421_1440,APW_ENG_20071020.0496.LDC2009T13_1411_1420,mahmoud ahmadinejad,president,per:date_of_death,f
APW_ENG_20070405.1401.LDC2009T13,59534,APW_ENG_20070405.1401.LDC2009T13_2766_2779,APW_ENG_20070405.1401.LDC2009T13_2756_2765,rafael correa,president,per:LOCATION_of_residence,f
APW_ENG_20070613.1327.LDC2009T13,260832,APW_ENG_20070613.1327.LDC2009T13_964_978,APW_ENG_20070613.1327.LDC2009T13_1034_1049,britney spears,kevin federline,per:parents,f
AFP_ENG_20080922.0475.LDC2009T13,260826,AFP_ENG_20080922.0475.LDC2009T13_742_758,AFP_ENG_20080922.0475.LDC2009T13_732_741,asif ali zardari,president,per:other_family,f
AFP_ENG_20071111.0030.LDC2009T13,68331,AFP_ENG_20071111.0030.LDC2009T13_4204_4215,AFP_ENG_20071111.0030.LDC2009T13_4281_4290,evo morales,president,per:spouse,f
APW_ENG_20070208.1947.LDC2009T13,230271,APW_ENG_20070208.1947.LDC2009T13_327_338,APW_ENG_20070208.1947.LDC2009T13_317_326,hugo chavez,president,per:children,f
APW_ENG_20080121.0673.LDC2009T13,311450,APW_ENG_20080121.0673.LDC2009T13_2020_2027,APW_ENG_20080121.0673.LDC2009T13_2144_2157,samsung,samsung group,org:member_of,f
eng-WL-11-174595-12968216,121789,eng-WL-11-174595-12968216_6626_6638,eng-WL-11-174595-12968216_6654_6664,claire danes,hugh dancy,per:other_family,f
XIN_ENG_20080303.0379.LDC2009T13,9206,XIN_ENG_20080303.0379.LDC2009T13_1688_1713,XIN_ENG_20080303.0379.LDC2009T13_1749_1758,luiz inacio lula da silva,president,per:other_family,f
eng-WL-11-174595-12968511,289557,eng-WL-11-174595-12968511_3165_3172,eng-WL-11-174595-12968511_3197_3207,britney,jamie lynn,per:other_family,f
NYT_ENG_20080224.0178.LDC2009T13,175128,NYT_ENG_20080224.0178.LDC2009T13_240_251,NYT_ENG_20080224.0178.LDC2009T13_358_367,raul castro,president,per:spouse,f
XIN_ENG_20070218.0197.LDC2009T13,8895,XIN_ENG_20070218.0197.LDC2009T13_547_558,XIN_ENG_20070218.0197.LDC2009T13_537_546,raul castro,president,per:age,f
AFP_ENG_20070612.0479.LDC2009T13,222342,AFP_ENG_20070612.0479.LDC2009T13_366_378,AFP_ENG_20070612.0479.LDC2009T13_236_245,fidel castro,president,per:spouse,f
AFP_ENG_20081218.0123.LDC2009T13,88439,AFP_ENG_20081218.0123.LDC2009T13_267_278,AFP_ENG_20081218.0123.LDC2009T13_257_266,raul castro,president,per:date_of_death,f
eng-WL-11-174595-12968491,32592,eng-WL-11-174595-12968491_7523_7532,eng-WL-11-174595-12968491_7271_7291,brad pitt,pax thien jolie-pitt,per:parents,f
APW_ENG_20070125.0254.LDC2009T13,340969,APW_ENG_20070125.0254.LDC2009T13_5978_5989,APW_ENG_20070125.0254.LDC2009T13_5968_5977,hugo chavez,president,per:origin,f
NYT_ENG_20071121.0204.LDC2009T13,210153,NYT_ENG_20071121.0204.LDC2009T13_2756_2767,NYT_ENG_20071121.0204.LDC2009T13_2870_2878,mitt romney,governor,per:date_of_death,f
APW_ENG_20081123.0159.LDC2009T13,47196,APW_ENG_20081123.0159.LDC2009T13_287_298,APW_ENG_20081123.0159.LDC2009T13_277_286,hugo chavez,president,per:religion,f
eng-WL-11-174572-12947798,75711,eng-WL-11-174572-12947798_344_353,eng-WL-11-174572-12947798_435_438,roxy olin,mtv,per:origin,f
eng-WL-107-174567-12931828,136544,eng-WL-107-174567-12931828_2662_2677,eng-WL-107-174567-12931828_2583_2590,kevin federline,britney,per:children,f
NYT_ENG_20070414.0032.LDC2009T13,217656,NYT_ENG_20070414.0032.LDC2009T13_478_487,NYT_ENG_20070414.0032.LDC2009T13_565_582,citigroup,old lane partners,org:alternate_names,f
NYT_ENG_20080224.0178.LDC2009T13,175240,NYT_ENG_20080224.0178.LDC2009T13_857_862,NYT_ENG_20080224.0178.LDC2009T13_945_954,fidel,president,per:LOCATION_of_death,f
APW_ENG_20081124.0148.LDC2009T13,136478,APW_ENG_20081124.0148.LDC2009T13_295_306,APW_ENG_20081124.0148.LDC2009T13_285_294,hugo chavez,president,per:schools_attended,f
eng-WL-11-174595-12968296,174891,eng-WL-11-174595-12968296_11101_11109,eng-WL-11-174595-12968296_11042_11050,at&t,at&t,org:member_of,f
APW_ENG_20071117.0115.LDC2009T13,245622,APW_ENG_20071117.0115.LDC2009T13_5107_5110,APW_ENG_20071117.0115.LDC2009T13_5193_5212,lee,samsung electronics,per:LOCATION_of_death,f
eng-NG-31-138139-9803479,185523,eng-NG-31-138139-9803479_428_440,eng-NG-31-138139-9803479_541_550,fidel castro,president,per:origin,f
eng-WL-11-174595-12968423,36776,eng-WL-11-174595-12968423_633_640,eng-WL-11-174595-12968423_654_669,britney,kevin federline,per:siblings,f
eng-WL-11-174595-12968511,289487,eng-WL-11-174595-12968511_3122_3127,eng-WL-11-174595-12968511_3165_3172,lynne,britney,per:parents,f
eng-WL-11-174595-12968416,305955,eng-WL-11-174595-12968416_4134_4139,eng-WL-11-174595-12968416_4168_4175,lynne,britney,per:other_family,f
NYT_ENG_20080224.0178.LDC2009T13,175289,NYT_ENG_20080224.0178.LDC2009T13_298_303,NYT_ENG_20080224.0178.LDC2009T13_358_367,fidel,president,per:LOCATION_of_death,f
APW_ENG_20071031.0676.LDC2009T13,36502,APW_ENG_20071031.0676.LDC2009T13_1566_1573,APW_ENG_20071031.0676.LDC2009T13_1541_1546,samsung,suwon,org:parents,f
eng-WL-11-174592-12942490,273152,eng-WL-11-174592-12942490_565_577,eng-WL-11-174592-12942490_728_739,ellen pompeo,chris ivery,per:other_family,f
AFP_ENG_20070315.0103.LDC2009T13,161078,AFP_ENG_20070315.0103.LDC2009T13_1604_1616,AFP_ENG_20070315.0103.LDC2009T13_1572_1585,eve mavrakis,ewan mcgregor,per:parents,f
eng-WL-107-174567-12931766,141020,eng-WL-107-174567-12931766_1112_1123,eng-WL-107-174567-12931766_1104_1111,hugh hefner,founder,per:date_of_death,f
NYT_ENG_20071119.0253.LDC2009T13,326185,NYT_ENG_20071119.0253.LDC2009T13_1477_1480,NYT_ENG_20071119.0253.LDC2009T13_1719_1726,lee,samsung,per:title,f
eng-NG-31-145468-10288986,289579,eng-NG-31-145468-10288986_799_811,eng-NG-31-145468-10288986_760_775,tina knowles,beyoncé knowles,per:title,f
LTW_ENG_20080513.0059.LDC2009T13,185560,LTW_ENG_20080513.0059.LDC2009T13_2459_2464,LTW_ENG_20080513.0059.LDC2009T13_2448_2455,heidi,spencer,per:children,f
eng-WL-11-174587-12963110,169437,eng-WL-11-174587-12963110_347_360,eng-WL-11-174587-12963110_365_377,spencer pratt,heidi montag,per:title,f
APW_ENG_20080202.0818.LDC2009T13,246,APW_ENG_20080202.0818.LDC2009T13_1859_1864,APW_ENG_20080202.0818.LDC2009T13_1869_1886,jerry,charlie o'connell,per:children,f
APW_ENG_20070305.0137.LDC2009T13,127902,APW_ENG_20070305.0137.LDC2009T13_2930_2944,APW_ENG_20070305.0137.LDC2009T13_2920_2929,george w. bush,president,per:religion,f
AFP_ENG_20071111.0030.LDC2009T13,68517,AFP_ENG_20071111.0030.LDC2009T13_4204_4215,AFP_ENG_20071111.0030.LDC2009T13_4194_4203,evo morales,president,per:LOCATION_of_birth,f
APW_ENG_20070708.0671.LDC2009T13,76027,APW_ENG_20070708.0671.LDC2009T13_855_869,APW_ENG_20070708.0671.LDC2009T13_845_854,george w. bush,president,per:age,f
LTW_ENG_20081120.0031.LDC2009T13,254269,LTW_ENG_20081120.0031.LDC2009T13_5460_5474,LTW_ENG_20081120.0031.LDC2009T13_5384_5407,mathew knowles,beyonce giselle knowles,per:spouse,f
AFP_ENG_20071118.0136.LDC2009T13,68165,AFP_ENG_20071118.0136.LDC2009T13_1771_1784,AFP_ENG_20071118.0136.LDC2009T13_1761_1770,rafael correa,president,per:other_family,f
AFP_ENG_20081210.0097.LDC2009T13,88559,AFP_ENG_20081210.0097.LDC2009T13_746_757,AFP_ENG_20081210.0097.LDC2009T13_736_745,hugo chavez,president,per:siblings,f
APW_ENG_20080224.0877.LDC2009T13,141256,APW_ENG_20080224.0877.LDC2009T13_846_851,APW_ENG_20080224.0877.LDC2009T13_872_881,fidel,president,per:LOCATION_of_birth,f
APW_ENG_20081117.0069.LDC2009T13,16337,APW_ENG_20081117.0069.LDC2009T13_324_335,APW_ENG_20081117.0069.LDC2009T13_314_323,hugo chavez,president,per:LOCATION_of_residence,f
eng-WL-11-174595-12968276,68441,eng-WL-11-174595-12968276_25951_25964,eng-WL-11-174595-12968276_25905_25917,melanie brown,eddie murphy,per:children,f
eng-WL-11-174598-12964778,191549,eng-WL-11-174598-12964778_84285_84297,eng-WL-11-174598-12964778_84195_84207,quincy jones,peggy lipton,per:siblings,f
eng-WL-11-174595-12968566,306049,eng-WL-11-174595-12968566_23380_23390,eng-WL-11-174595-12968566_23446_23459,dina lohan,michael lohan,per:siblings,f
APW_ENG_20070125.0254.LDC2009T13,340909,APW_ENG_20070125.0254.LDC2009T13_2394_2406,APW_ENG_20070125.0254.LDC2009T13_2384_2393,roh moo-hyun,president,per:cause_of_death,f
APW_ENG_20080303.1169.LDC2009T13,331710,APW_ENG_20080303.1169.LDC2009T13_318_329,APW_ENG_20080303.1169.LDC2009T13_308_317,hugo chavez,president,per:LOCATION_of_birth,f
eng-WL-11-174595-12968244,127912,eng-WL-11-174595-12968244_5007_5020,eng-WL-11-174595-12968244_5172_5188,david beckham,victoria beckham,per:siblings,f
AFP_ENG_20080917.0101.LDC2009T13,115359,AFP_ENG_20080917.0101.LDC2009T13_273_284,AFP_ENG_20080917.0101.LDC2009T13_263_272,hugo chavez,president,per:employee_or_member_of,f
AFP_ENG_20081218.0123.LDC2009T13,88540,AFP_ENG_20081218.0123.LDC2009T13_267_278,AFP_ENG_20081218.0123.LDC2009T13_257_266,raul castro,president,per:employee_or_member_of,f
NYT_ENG_20071211.0072.LDC2009T13,153857,NYT_ENG_20071211.0072.LDC2009T13_2381_2401,NYT_ENG_20071211.0072.LDC2009T13_2403_2412,robert b. willumstad,citigroup,per:title,f
eng-WL-11-174572-12948082,147210,eng-WL-11-174572-12948082_491_500,eng-WL-11-174572-12948082_527_534,stephanie,spencer,per:children,f
eng-NG-31-142161-10036588,191455,eng-NG-31-142161-10036588_2381_2392,eng-NG-31-142161-10036588_2371_2380,hugo chavez,president,per:parents,f
AFP_ENG_20071020.0260.LDC2009T13,266008,AFP_ENG_20071020.0260.LDC2009T13_4250_4266,AFP_ENG_20071020.0260.LDC2009T13_4240_4249,mohammad khatami,president,per:cause_of_death,f
AFP_ENG_20080429.0756.LDC2009T13,75666,AFP_ENG_20080429.0756.LDC2009T13_758_769,AFP_ENG_20080429.0756.LDC2009T13_828_837,raul castro,president,per:date_of_death,f
eng-WL-11-174594-12961460,153996,eng-WL-11-174594-12961460_871_881,eng-WL-11-174594-12961460_1010_1016,jamie lynn,mccomb,per:LOCATION_of_residence,f
AFP_ENG_20070116.0538.LDC2009T13,59805,AFP_ENG_20070116.0538.LDC2009T13_873_887,AFP_ENG_20070116.0538.LDC2009T13_863_872,george w. bush,president,per:date_of_birth,f
APW_ENG_20070125.0254.LDC2009T13,341215,APW_ENG_20070125.0254.LDC2009T13_5871_5883,APW_ENG_20070125.0254.LDC2009T13_5968_5977,fidel castro,president,per:schools_attended,f
NYT_ENG_20071211.0220.LDC2009T13,88100,NYT_ENG_20071211.0220.LDC2009T13_4265_4285,NYT_ENG_20071211.0220.LDC2009T13_4306_4315,robert b. willumstad,president,per:LOCATION_of_residence,f
LTW_ENG_20081120.0031.LDC2009T13,254354,LTW_ENG_20081120.0031.LDC2009T13_5512_5516,LTW_ENG_20081120.0031.LDC2009T13_5460_5474,tina,mathew knowles,per:other_family,f
APW_ENG_20070901.0009.LDC2009T13,8847,APW_ENG_20070901.0009.LDC2009T13_322_336,APW_ENG_20070901.0009.LDC2009T13_312_321,george w. bush,president,per:other_family,f
AFP_ENG_20070315.0103.LDC2009T13,161162,AFP_ENG_20070315.0103.LDC2009T13_1604_1616,AFP_ENG_20070315.0103.LDC2009T13_1572_1585,eve mavrakis,ewan mcgregor,per:other_family,f
AFP_ENG_20080516.0661.LDC2009T13,217749,AFP_ENG_20080516.0661.LDC2009T13_1771_1782,AFP_ENG_20080516.0661.LDC2009T13_1761_1770,hugo chavez,president,per:LOCATION_of_residence,f
APW_ENG_20070221.0483.LDC2009T13,306155,APW_ENG_20070221.0483.LDC2009T13_1222_1241,APW_ENG_20070221.0483.LDC2009T13_1212_1221,mahmoud ahmadinejad,president,per:cause_of_death,f
APW_ENG_20071108.1317.LDC2009T13,121903,APW_ENG_20071108.1317.LDC2009T13_1067_1083,APW_ENG_20071108.1317.LDC2009T13_1057_1066,pervez musharraf,president,per:parents,f
AFP_ENG_20080115.0021.LDC2009T13,88442,AFP_ENG_20080115.0021.LDC2009T13_908_919,AFP_ENG_20080115.0021.LDC2009T13_931_945,raul castro,mariela castro,per:other_family,f
eng-WL-11-174595-12968511,289531,eng-WL-11-174595-12968511_8682_8697,eng-WL-11-174595-12968511_8738_8750,pamela anderson,rick salomon,per:parents,f
NYT_ENG_20080418.0011.LDC2009T13,245804,NYT_ENG_20080418.0011.LDC2009T13_501_504,NYT_ENG_20080418.0011.LDC2009T13_640_647,lee,samsung,per:schools_attended,f
eng-WL-110-174612-12993862,217627,eng-WL-110-174612-12993862_306_321,eng-WL-110-174612-12993862_277_289,kenny lattimore,chante moore,per:parents,f
AFP_ENG_20080711.0076.LDC2009T13,36560,AFP_ENG_20080711.0076.LDC2009T13_598_610,AFP_ENG_20080711.0076.LDC2009T13_262_273,fidel castro,raul castro,per:title,f
eng-WL-11-174572-12950167,260818,eng-WL-11-174572-12950167_300_312,eng-WL-11-174572-12950167_323_335,heidi montag,holly montag,per:title,f
APW_ENG_20070317.0870.LDC2009T13,108785,APW_ENG_20070317.0870.LDC2009T13_2015_2026,APW_ENG_20070317.0870.LDC2009T13_2005_2014,evo morales,president,per:schools_attended,f
APW_ENG_20071219.1088.LDC2009T13,239212,APW_ENG_20071219.1088.LDC2009T13_1485_1499,APW_ENG_20071219.1088.LDC2009T13_1527_1539,britney spears,lynne spears,per:spouse,f
APW_ENG_20070130.1807.LDC2009T13,331887,APW_ENG_20070130.1807.LDC2009T13_710_723,APW_ENG_20070130.1807.LDC2009T13_508_517,simon bolivar,president,per:religion,f
eng-WL-11-174595-12967989,191506,eng-WL-11-174595-12967989_4665_4682,eng-WL-11-174595-12967989_4726_4730,reese witherspoon,ryan,per:parents,f
XIN_ENG_20080204.0157.LDC2009T13,9392,XIN_ENG_20080204.0157.LDC2009T13_510_530,XIN_ENG_20080204.0157.LDC2009T13_500_509,alexander lukashenko,president,per:siblings,f
AFP_ENG_20080821.0703.LDC2009T13,326238,AFP_ENG_20080821.0703.LDC2009T13_3987_4003,AFP_ENG_20080821.0703.LDC2009T13_3976_3985,pervez musharraf,president,per:date_of_birth,f
eng-NG-31-147907-10554243,147319,eng-NG-31-147907-10554243_888_899,eng-NG-31-147907-10554243_878_887,raul castro,president,per:other_family,f
AFP_ENG_20081112.0037.LDC2009T13,261080,AFP_ENG_20081112.0037.LDC2009T13_1288_1302,AFP_ENG_20081112.0037.LDC2009T13_1278_1287,george w. bush,president,per:employee_or_member_of,f
AFP_ENG_20080516.0661.LDC2009T13,217565,AFP_ENG_20080516.0661.LDC2009T13_2807_2819,AFP_ENG_20080516.0661.LDC2009T13_2797_2806,alvaro uribe,president,per:religion,f
AFP_ENG_20071021.0019.LDC2009T13,261003,AFP_ENG_20071021.0019.LDC2009T13_2058_2069,AFP_ENG_20071021.0019.LDC2009T13_1962_1974,raul castro,fidel castro,per:children,f
CNA_ENG_20071102.0005.LDC2009T13,311113,CNA_ENG_20071102.0005.LDC2009T13_3976_3988,CNA_ENG_20071102.0005.LDC2009T13_3966_3975,lee teng-hui,president,per:date_of_death,f
eng-WL-11-174595-12968490,26850,eng-WL-11-174595-12968490_9198_9210,eng-WL-11-174595-12968490_9215_9228,heidi montag,spencer pratt,per:title,f
XIN_ENG_20070619.0404.LDC2009T13,47235,XIN_ENG_20070619.0404.LDC2009T13_1832_1847,XIN_ENG_20070619.0404.LDC2009T13_1917_1926,felipe calderon,president,per:age,f
AFP_ENG_20071118.0136.LDC2009T13,68442,AFP_ENG_20071118.0136.LDC2009T13_3976_3995,AFP_ENG_20071118.0136.LDC2009T13_3966_3975,mahmoud ahmadinejad,president,per:religion,f
APW_ENG_20071020.0496.LDC2009T13,26644,APW_ENG_20071020.0496.LDC2009T13_1421_1440,APW_ENG_20071020.0496.LDC2009T13_1411_1420,mahmoud ahmadinejad,president,per:children,f
AFP_ENG_20080519.0135.LDC2009T13,254098,AFP_ENG_20080519.0135.LDC2009T13_2187_2199,AFP_ENG_20080519.0135.LDC2009T13_2140_2149,fidel castro,president,per:schools_attended,f
eng-WL-11-174595-12968455,32621,eng-WL-11-174595-12968455_1804_1814,eng-WL-11-174595-12968455_1777_1789,taye diggs,idina menzel,per:parents,f
eng-WL-11-174595-12968216,121891,eng-WL-11-174595-12968216_6700_6714,eng-WL-11-174595-12968216_6668_6679,liev schrieber,naomi watts,per:children,f
eng-NG-31-147907-10554243,147384,eng-NG-31-147907-10554243_888_899,eng-NG-31-147907-10554243_878_887,raul castro,president,per:LOCATION_of_residence,f
eng-NG-31-145468-10288986,289596,eng-NG-31-145468-10288986_993_1008,eng-NG-31-145468-10288986_1054_1058,beyoncé knowles,tina,per:title,f
eng-WL-107-174567-12931766,141098,eng-WL-107-174567-12931766_1222_1226,eng-WL-107-174567-12931766_1214_1220,hank,kendra,per:siblings,f
NYT_ENG_20070215.0067.LDC2009T13,26785,NYT_ENG_20070215.0067.LDC2009T13_2657_2671,NYT_ENG_20070215.0067.LDC2009T13_2610_2626,george w. bush,george h.w. bush,per:spouse,f
AFP_ENG_20070123.0746.LDC2009T13,109042,AFP_ENG_20070123.0746.LDC2009T13_260_272,AFP_ENG_20070123.0746.LDC2009T13_250_259,fidel castro,president,per:date_of_birth,f
eng-WL-11-174595-12968423,36477,eng-WL-11-174595-12968423_8959_8972,eng-WL-11-174595-12968423_8908_8919,nicole richie,joel madden,per:siblings,f
NYT_ENG_20071001.0094.LDC2009T13,266052,NYT_ENG_20071001.0094.LDC2009T13_3924_3928,NYT_ENG_20071001.0094.LDC2009T13_3933_3936,mitt,ann,per:children,f
APW_ENG_20070125.0254.LDC2009T13,340956,APW_ENG_20070125.0254.LDC2009T13_6572_6583,APW_ENG_20070125.0254.LDC2009T13_6562_6571,raul castro,president,per:employee_or_member_of,f
AFP_ENG_20071202.0579.LDC2009T13,8999,AFP_ENG_20071202.0579.LDC2009T13_444_455,AFP_ENG_20071202.0579.LDC2009T13_469_478,hugo chavez,president,per:schools_attended,f
XIN_ENG_20070611.0350.LDC2009T13,75757,XIN_ENG_20070611.0350.LDC2009T13_1736_1750,XIN_ENG_20070611.0350.LDC2009T13_1726_1735,george w. bush,president,per:date_of_birth,f
XIN_ENG_20070619.0404.LDC2009T13,47188,XIN_ENG_20070619.0404.LDC2009T13_364_375,XIN_ENG_20070619.0404.LDC2009T13_354_363,raul castro,president,per:origin,f
eng-NG-31-101415-11617096,115406,eng-NG-31-101415-11617096_5018_5025,eng-NG-31-101415-11617096_4967_4977,leonard,phil chess,per:children,f
eng-WL-11-174595-12967490,297392,eng-WL-11-174595-12967490_6775_6780,eng-WL-11-174595-12967490_6807_6812,renée,kenny,per:other_family,f
AFP_ENG_20070729.0323.LDC2009T13,76094,AFP_ENG_20070729.0323.LDC2009T13_1254_1259,AFP_ENG_20070729.0323.LDC2009T13_1210_1219,fidel,president,per:children,f
eng-WL-107-174567-12931766,141195,eng-WL-107-174567-12931766_1222_1226,eng-WL-107-174567-12931766_1214_1220,hank,kendra,per:children,f
APW_ENG_20081119.0926.LDC2009T13,191325,APW_ENG_20081119.0926.LDC2009T13_1428_1442,APW_ENG_20081119.0926.LDC2009T13_1397_1419,britney spears,sean preston federline,per:spouse,f
XIN_ENG_20080224.0243.LDC2009T13,115462,XIN_ENG_20080224.0243.LDC2009T13_346_358,XIN_ENG_20080224.0243.LDC2009T13_274_285,fidel castro,raul castro,per:title,f
APW_ENG_20080325.1365.LDC2009T13,289395,APW_ENG_20080325.1365.LDC2009T13_1588_1602,APW_ENG_20080325.1365.LDC2009T13_1578_1587,george w. bush,president,per:LOCATION_of_residence,f
AFP_ENG_20081210.0097.LDC2009T13,88183,AFP_ENG_20081210.0097.LDC2009T13_746_757,AFP_ENG_20081210.0097.LDC2009T13_736_745,hugo chavez,president,per:LOCATION_of_birth,f
APW_ENG_20081108.0481.LDC2009T13,88014,APW_ENG_20081108.0481.LDC2009T13_2519_2533,APW_ENG_20081108.0481.LDC2009T13_2509_2518,george w. bush,president,per:origin,f
XIN_ENG_20080303.0379.LDC2009T13,9459,XIN_ENG_20080303.0379.LDC2009T13_1796_1809,XIN_ENG_20080303.0379.LDC2009T13_1786_1795,rafael correa,president,per:children,f
NYT_ENG_20070225.0179.LDC2009T13,272963,NYT_ENG_20070225.0179.LDC2009T13_2059_2072,NYT_ENG_20070225.0179.LDC2009T13_1983_1994,michael buble,emily blunt,per:children,f
AFP_ENG_20080106.0023.LDC2009T13,36546,AFP_ENG_20080106.0023.LDC2009T13_908_919,AFP_ENG_20080106.0023.LDC2009T13_935_944,hugo chavez,president,per:cause_of_death,f
LTW_ENG_20070805.0017.LDC2009T13,266325,LTW_ENG_20070805.0017.LDC2009T13_2583_2597,LTW_ENG_20070805.0017.LDC2009T13_2486_2503,mickey edwards,elizabeth sherman,per:other_family,f
APW_ENG_20070103.0042.LDC2009T13,108857,APW_ENG_20070103.0042.LDC2009T13_669_680,APW_ENG_20070103.0042.LDC2009T13_627_638,david banda,guy ritchie,per:siblings,f
eng-WL-11-174595-12967955,246147,eng-WL-11-174595-12967955_321_336,eng-WL-11-174595-12967955_302_316,kevin federline,britney spears,per:children,f
APW_ENG_20071116.0532.LDC2009T13,341214,APW_ENG_20071116.0532.LDC2009T13_1759_1771,APW_ENG_20071116.0532.LDC2009T13_1749_1758,roh moo-hyun,president,per:siblings,f
eng-WL-11-174595-12968296,174923,eng-WL-11-174595-12968296_9726_9737,eng-WL-11-174595-12968296_9742_9758,nick lachey,vanessa minnillo,per:title,f
AFP_ENG_20070525.0016.LDC2009T13,88295,AFP_ENG_20070525.0016.LDC2009T13_8951_8965,AFP_ENG_20070525.0016.LDC2009T13_8941_8950,george w. bush,president,per:employee_or_member_of,f
eng-WL-11-174595-12968414,289668,eng-WL-11-174595-12968414_417_429,eng-WL-11-174595-12968414_290_304,lynne spears,britney spears,per:siblings,f
NYT_ENG_20080422.0213.LDC2009T13,306148,NYT_ENG_20080422.0213.LDC2009T13_1603_1606,NYT_ENG_20080422.0213.LDC2009T13_1635_1642,lee,samsung,per:schools_attended,f
APW_ENG_20071128.0347.LDC2009T13,160962,APW_ENG_20071128.0347.LDC2009T13_933_945,APW_ENG_20071128.0347.LDC2009T13_923_932,roh moo-hyun,president,per:employee_or_member_of,f
eng-WL-11-174598-12964840,174912,eng-WL-11-174598-12964840_5768_5779,eng-WL-11-174598-12964840_5654_5664,kevin mcgee,matt lucas,per:other_family,f
eng-WL-11-174594-12961460,154181,eng-WL-11-174594-12961460_1352_1359,eng-WL-11-174594-12961460_1422_1432,britney,jamie lynn,per:title,f
